Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ATR,RSI,MACD
2010-03-08 00:00:00-05:00,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,17,0.0,0.0,0.29581788821563193,0.5250850900922704,0.7019767595281171
2010-03-09 00:00:00-05:00,1122.0,1124.0,1113.0999755859375,1122.0,27,0.0,0.0,0.2889932530155704,0.5150073700078289,0.6787432289487084
2010-03-10 00:00:00-05:00,1107.800048828125,1127.0999755859375,1106.9000244140625,1107.800048828125,21,0.0,0.0,0.2948613343351156,0.430694740760612,0.6411629776867089
2010-03-11 00:00:00-05:00,1108.0,1108.0,1108.0,1108.0,46,0.0,0.0,0.2740622267740557,0.4319570682161574,0.6165404324455735
2010-03-12 00:00:00-05:00,1101.5,1117.4000244140625,1099.9000244140625,1101.5,135,0.0,0.0,0.2774533886211096,0.39448267540038695,0.5920696972842838
2010-03-15 00:00:00-04:00,1105.0999755859375,1107.0999755859375,1101.4000244140625,1105.0999755859375,21,0.0,0.0,0.26511591681301117,0.41972269543399165,0.5830983929069357
2010-03-16 00:00:00-04:00,1122.199951171875,1127.0,1114.5,1122.199951171875,66,0.0,0.0,0.2749207016884875,0.5267943943018494,0.6031749040671097
2010-03-17 00:00:00-04:00,1124.0,1131.4000244140625,1118.0,1124.0,29,0.0,0.0,0.2728697276958017,0.5370333800878553,0.6192346001762827
2010-03-18 00:00:00-04:00,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,86,0.0,0.0,0.2621722224555807,0.5568858866583938,0.6341922823913319
2010-03-19 00:00:00-04:00,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54,0.0,0.0,0.2696936753522482,0.42603812099798305,0.6151866731889357
2010-03-22 00:00:00-04:00,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71,0.0,0.0,0.2610602656444954,0.3816451472698476,0.5924579551985943
2010-03-23 00:00:00-04:00,1103.5,1103.5,1103.5,1103.5,16,0.0,0.0,0.2479251281757502,0.410246504576762,0.5857623186497016
2010-03-24 00:00:00-04:00,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,9,0.0,0.0,0.2538394266423418,0.332016497830838,0.5630593348589243
2010-03-25 00:00:00-04:00,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,8,0.0,0.0,0.24358245108950868,0.36119192206234635,0.5580584560885253
2010-03-26 00:00:00-04:00,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5,0.0,0.0,0.24127632770669608,0.4381525078140909,0.5748652524234448
2010-03-29 00:00:00-04:00,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733,0.0,0.0,0.23204808472888538,0.47587848382651693,0.5970991260294781
2010-03-30 00:00:00-04:00,1109.699951171875,1112.9000244140625,1101.0999755859375,1104.5,56533,0.0,0.0,0.23095962934289918,0.4403638073740407,0.605132431673348
2010-03-31 00:00:00-04:00,1103.0999755859375,1118.699951171875,1102.0,1113.300048828125,5950,0.0,0.0,0.236379562458595,0.49560642474802336,0.6241839982650517
2010-04-01 00:00:00-04:00,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,2696,0.0,0.0,0.24101857280924502,0.5620646027571405,0.6533328564422173
2010-04-05 00:00:00-04:00,1122.300048828125,1133.300048828125,1119.9000244140625,1132.9000244140625,567,0.0,0.0,0.2413891794507908,0.6019117366125799,0.681687015637044
2010-04-06 00:00:00-04:00,1130.800048828125,1138.5,1122.699951171875,1135.0999755859375,2490,0.0,0.0,0.24488311105622454,0.6130000283378169,0.7001747553006811
2010-04-07 00:00:00-04:00,1152.300048828125,1153.0,1132.5999755859375,1152.300048828125,1342,0.0,0.0,0.25416449332678065,0.69160814839401,0.7321880810331445
2010-04-08 00:00:00-04:00,1152.199951171875,1152.300048828125,1144.0,1152.199951171875,254,0.0,0.0,0.24690288743190464,0.6907912309644143,0.746758473646275
2010-04-09 00:00:00-04:00,1161.0999755859375,1164.800048828125,1150.5,1161.0999755859375,505,0.0,0.0,0.24803437973685388,0.728169463946998,0.7618739653870403
2010-04-12 00:00:00-04:00,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,483,0.0,0.0,0.24921625932288807,0.7302445240162477,0.7645863969586876
2010-04-13 00:00:00-04:00,1152.800048828125,1157.0,1145.0,1152.800048828125,278,0.0,0.0,0.2532009392800034,0.6515108063971076,0.7461746270197195
2010-04-14 00:00:00-04:00,1159.0,1160.5999755859375,1151.199951171875,1159.0,162,0.0,0.0,0.24745176884493894,0.6817897857954924,0.7360614347754345
2010-04-15 00:00:00-04:00,1157.5,1159.800048828125,1151.0,1159.699951171875,179,0.0,0.0,0.24132584427556755,0.6852314841239593,0.7238128876600107
2010-04-16 00:00:00-04:00,1136.300048828125,1160.0,1130.4000244140625,1136.300048828125,483,0.0,0.0,0.2629353514471916,0.4994091349183927,0.6772036072258181
2010-04-19 00:00:00-04:00,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,145,0.0,0.0,0.26134668921495935,0.4919831428829616,0.6423676337858225
2010-04-20 00:00:00-04:00,1138.5999755859375,1145.800048828125,1136.0,1138.5999755859375,80,0.0,0.0,0.2565906580349162,0.514130053612087,0.6229686826322262
2010-04-21 00:00:00-04:00,1148.199951171875,1150.0,1138.4000244140625,1148.199951171875,68,0.0,0.0,0.2534865851731558,0.5733817828639389,0.6228982511041531
2010-04-22 00:00:00-04:00,1142.300048828125,1144.0,1133.5999755859375,1142.300048828125,213,0.0,0.0,0.25454143783375965,0.5279103852860049,0.6134526932978035
2010-04-23 00:00:00-04:00,1153.0999755859375,1153.0999755859375,1153.0999755859375,1153.0999755859375,40,0.0,0.0,0.2505337521527841,0.592168047257663,0.6218626235488912
2010-04-26 00:00:00-04:00,1160.0999755859375,1160.0999755859375,1151.4000244140625,1153.5,108,0.0,0.0,0.24405631755323315,0.594465330314326,0.6266131586308991
2010-04-27 00:00:00-04:00,1152.800048828125,1170.699951171875,1148.5999755859375,1161.699951171875,213,0.0,0.0,0.25562777583871343,0.6408985641829692,0.6396702138248875
2010-04-28 00:00:00-04:00,1171.300048828125,1171.300048828125,1171.300048828125,1171.300048828125,299,0.0,0.0,0.24996783646051307,0.6897424902857476,0.6591826514819872
2010-04-29 00:00:00-04:00,1168.4000244140625,1171.199951171875,1164.0,1168.4000244140625,166,0.0,0.0,0.2416935897596243,0.662843653655262,0.664307152595304
2010-04-30 00:00:00-04:00,1180.0999755859375,1181.300048828125,1170.0,1180.0999755859375,146,0.0,0.0,0.24135977989934138,0.7198563079098619,0.680349919349019
2010-05-03 00:00:00-04:00,1178.5999755859375,1187.5,1177.300048828125,1182.699951171875,90,0.0,0.0,0.23750623204829846,0.7316475560501378,0.6896566609476631
2010-05-04 00:00:00-04:00,1168.5999755859375,1191.800048828125,1168.300048828125,1168.5999755859375,94,0.0,0.0,0.25138294844024056,0.6036658501063733,0.6709415290096553
2010-05-05 00:00:00-04:00,1174.5999755859375,1177.199951171875,1159.199951171875,1174.5999755859375,98,0.0,0.0,0.2570502597450829,0.6361285590291105,0.6634703841795597
2010-05-06 00:00:00-04:00,1196.9000244140625,1210.5999755859375,1175.9000244140625,1196.9000244140625,79,0.0,0.0,0.2859359992930103,0.7357367597561242,0.6860058005383464
2010-05-07 00:00:00-04:00,1210.0,1210.800048828125,1194.5999755859375,1210.0,112,0.0,0.0,0.2867730080407916,0.7815697448497041,0.7132771360936769
2010-05-10 00:00:00-04:00,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,118,0.0,0.0,0.29358724765781324,0.7035567988982699,0.7103905659483007
2010-05-11 00:00:00-04:00,1219.9000244140625,1233.5,1201.5,1219.9000244140625,201,0.0,0.0,0.31605720448260277,0.7707043395499305,0.7289857702738058
2010-05-12 00:00:00-04:00,1242.699951171875,1246.5,1227.0999755859375,1242.699951171875,213,0.0,0.0,0.3283915513214858,0.8319565446323625,0.7644382631269152
2010-05-13 00:00:00-04:00,1235.300048828125,1240.0,1228.699951171875,1228.800048828125,37,0.0,0.0,0.3233086400918259,0.7344982664851751,0.7573463210099893
2010-05-14 00:00:00-04:00,1227.4000244140625,1227.4000244140625,1227.4000244140625,1227.4000244140625,99,0.0,0.0,0.302052560655662,0.7249897549768873,0.7410371129817712
2010-05-17 00:00:00-04:00,1233.300048828125,1235.9000244140625,1225.199951171875,1227.699951171875,49,0.0,0.0,0.29452017538986425,0.7259964223151062,0.7219243817733983
2010-05-18 00:00:00-04:00,1214.300048828125,1216.0999755859375,1208.199951171875,1214.300048828125,73,0.0,0.0,0.2990748592144241,0.6318697479870604,0.6828364411823955
2010-05-19 00:00:00-04:00,1192.5999755859375,1192.5999755859375,1192.5999755859375,1192.5999755859375,75,0.0,0.0,0.3061915890269226,0.5054956502198075,0.6216439287824252
2010-05-20 00:00:00-04:00,1187.800048828125,1191.800048828125,1179.4000244140625,1187.800048828125,297,0.0,0.0,0.30164440369900525,0.48066115516147867,0.5733004618247745
2010-05-21 00:00:00-04:00,1175.699951171875,1175.699951171875,1175.699951171875,1175.699951171875,177,0.0,0.0,0.2959785673576495,0.42096733356460986,0.5255493505599457
2010-05-24 00:00:00-04:00,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,14,0.0,0.0,0.2985918456765818,0.5099611240450881,0.5228544742948508
2010-05-25 00:00:00-04:00,1197.800048828125,1200.0,1195.5999755859375,1197.800048828125,9,0.0,0.0,0.2854006850841799,0.5281095231749068,0.5292192641568814
2010-05-26 00:00:00-04:00,1213.300048828125,1213.300048828125,1213.300048828125,1213.300048828125,237497,0.0,0.0,0.28535715303044684,0.5941744649081316,0.5571374561618221
2010-05-27 00:00:00-04:00,1211.699951171875,1218.5,1205.4000244140625,1211.9000244140625,109434,0.0,0.0,0.2821669335422678,0.5859788949773307,0.5738136378277119
2010-05-28 00:00:00-04:00,1210.4000244140625,1214.800048828125,1201.0999755859375,1212.199951171875,12895,0.0,0.0,0.27999215624537954,0.5873113051927202,0.5850692132241155
2010-06-01 00:00:00-04:00,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,4547,0.0,0.0,0.28479698635241035,0.641823657034749,0.6095295781317253
2010-06-02 00:00:00-04:00,1220.5999755859375,1225.800048828125,1213.199951171875,1220.5999755859375,2799,0.0,0.0,0.2809907379697558,0.6134077186568933,0.6177156810035526
2010-06-03 00:00:00-04:00,1208.300048828125,1224.0,1201.0,1208.300048828125,1552,0.0,0.0,0.2911052172190779,0.5347690826396018,0.6040652699223804
2010-06-04 00:00:00-04:00,1207.5999755859375,1220.4000244140625,1196.9000244140625,1216.199951171875,1070,0.0,0.0,0.30115343467025,0.5731385384282106,0.6055612771864702
2010-06-07 00:00:00-04:00,1239.300048828125,1244.699951171875,1211.0,1239.300048828125,859,0.0,0.0,0.32387035873096276,0.6685080158587539,0.6376446075308154
2010-06-08 00:00:00-04:00,1241.5,1252.0999755859375,1234.0999755859375,1244.0,763,0.0,0.0,0.324359997872182,0.685468683048182,0.6616634953811095
2010-06-09 00:00:00-04:00,1237.0,1238.199951171875,1222.0,1228.5,446,0.0,0.0,0.3300642708320132,0.5869970118025978,0.6512607850404233
2010-06-10 00:00:00-04:00,1232.800048828125,1233.5,1215.0999755859375,1220.800048828125,488,0.0,0.0,0.33063648052566347,0.5425237175052111,0.6306217926505183
2010-06-11 00:00:00-04:00,1228.9000244140625,1229.5999755859375,1218.0,1228.9000244140625,481,0.0,0.0,0.3222434203431354,0.5788585610421764,0.6265966863801776
2010-06-14 00:00:00-04:00,1223.199951171875,1232.699951171875,1217.699951171875,1223.300048828125,989,0.0,0.0,0.31891206333696104,0.545318870466544,0.6141930100770988
2010-06-15 00:00:00-04:00,1222.5999755859375,1236.0,1222.4000244140625,1233.199951171875,251,0.0,0.0,0.31398126554654693,0.5908843388674802,0.6187567228854839
2010-06-16 00:00:00-04:00,1229.300048828125,1229.300048828125,1229.300048828125,1229.300048828125,318,0.0,0.0,0.2966722719708733,0.566165640693945,0.6145924190672801
2010-06-17 00:00:00-04:00,1233.9000244140625,1251.0999755859375,1233.9000244140625,1247.5,266,0.0,0.0,0.30409166311259744,0.6453039527637373,0.6359075528561029
2010-06-18 00:00:00-04:00,1247.699951171875,1261.5,1242.9000244140625,1257.199951171875,130,0.0,0.0,0.30678147539194006,0.6820057805950321,0.6602712805436879
2010-06-21 00:00:00-04:00,1257.4000244140625,1264.800048828125,1232.0,1239.699951171875,219,0.0,0.0,0.327915362898548,0.5725595628627997,0.6474446110780833
2010-06-22 00:00:00-04:00,1239.9000244140625,1242.800048828125,1232.0999755859375,1239.9000244140625,172,0.0,0.0,0.3185356346154013,0.573438347894775,0.6365279405929661
2010-06-23 00:00:00-04:00,1233.9000244140625,1245.0999755859375,1226.9000244140625,1234.0999755859375,100,0.0,0.0,0.31966874179918053,0.5380470971442737,0.6190462470736691
2010-06-24 00:00:00-04:00,1236.4000244140625,1248.0999755859375,1230.699951171875,1245.5,253,0.0,0.0,0.3196710872701442,0.5917801881093614,0.6222844554649647
2010-06-25 00:00:00-04:00,1246.699951171875,1256.9000244140625,1243.699951171875,1255.800048828125,159,0.0,0.0,0.31416124084446306,0.635956826383675,0.6368415002637177
2010-06-28 00:00:00-04:00,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,351,0.0,0.0,0.3148195557661071,0.5288895731495019,0.6189870551419417
2010-06-29 00:00:00-04:00,1242.0,1245.0,1228.5,1242.0,417,0.0,0.0,0.3139870778172683,0.5467516472622513,0.6115038226418597
2010-06-30 00:00:00-04:00,1245.5,1246.199951171875,1236.699951171875,1245.5,73,0.0,0.0,0.3040272485038377,0.5635113821595944,0.6105503544653339
2010-07-01 00:00:00-04:00,1206.300048828125,1242.4000244140625,1204.5,1206.300048828125,50,0.0,0.0,0.33611949890844195,0.3685620625727381,0.5545075369466599
2010-07-02 00:00:00-04:00,1201.4000244140625,1211.5999755859375,1200.800048828125,1207.4000244140625,169,0.0,0.0,0.3262848088649891,0.37444978540875384,0.5230126370178181
2010-07-06 00:00:00-04:00,1207.300048828125,1211.800048828125,1190.5,1194.800048828125,52,0.0,0.0,0.33093297799994126,0.32402664546053095,0.48978816525072694
2010-07-07 00:00:00-04:00,1198.5999755859375,1198.5999755859375,1198.5999755859375,1198.5999755859375,18,0.0,0.0,0.3122819396604438,0.3462567323830239,0.4803232123221743
2010-07-08 00:00:00-04:00,1195.800048828125,1203.300048828125,1189.300048828125,1195.800048828125,93,0.0,0.0,0.3083497149780013,0.33443816989717867,0.4774353002227546
2010-07-09 00:00:00-04:00,1209.5999755859375,1213.0,1195.0,1209.5999755859375,22,0.0,0.0,0.3099479715301464,0.4161599271244105,0.5022288203206539
2010-07-12 00:00:00-04:00,1198.5,1198.5,1198.5,1198.5,45,0.0,0.0,0.30237646098478227,0.3655069582389048,0.5088025716501254
2010-07-13 00:00:00-04:00,1213.300048828125,1217.4000244140625,1205.199951171875,1213.300048828125,53,0.0,0.0,0.3055825723871793,0.4466226895445475,0.539861169611229
2010-07-14 00:00:00-04:00,1212.0,1213.800048828125,1202.4000244140625,1206.800048828125,54,0.0,0.0,0.29871666075166603,0.4157139736588844,0.5552805530954987
2010-07-15 00:00:00-04:00,1208.0999755859375,1208.0999755859375,1208.0999755859375,1208.0999755859375,32,0.0,0.0,0.2790857829030372,0.4230362162599337,0.5711010408117625
2010-07-16 00:00:00-04:00,1188.0,1188.0,1188.0,1188.0,46,0.0,0.0,0.28553033249918197,0.331831080663827,0.556776051633013
2010-07-19 00:00:00-04:00,1181.699951171875,1182.199951171875,1180.0,1181.699951171875,4,0.0,0.0,0.2756345248352097,0.30652088787277887,0.5436466181511801
2010-07-20 00:00:00-04:00,1191.5,1191.5,1191.5,1191.5,8,0.0,0.0,0.2688079482772795,0.366875933343259,0.5545176757887849
2010-07-21 00:00:00-04:00,1191.5999755859375,1194.5,1184.0999755859375,1191.5999755859375,24,0.0,0.0,0.26325639349601293,0.36749216433868487,0.5665770793280401
2010-07-22 00:00:00-04:00,1195.5,1196.0,1194.4000244140625,1195.5,79,0.0,0.0,0.2502269662775027,0.39255220796500334,0.5841814306686204
2010-07-23 00:00:00-04:00,1187.699951171875,1198.5999755859375,1187.699951171875,1187.699951171875,32,0.0,0.0,0.2466588255015932,0.3531689151608026,0.5882090191244423
2010-07-26 00:00:00-04:00,1183.0,1183.0,1183.0,1183.0,37,0.0,0.0,0.23520856333414264,0.33016555071271964,0.5879269433964538
2010-07-27 00:00:00-04:00,1158.0,1158.0,1158.0,1158.0,29,0.0,0.0,0.25121800193607224,0.22683935260007543,0.5568796657855217
2010-07-28 00:00:00-04:00,1160.4000244140625,1160.4000244140625,1160.4000244140625,1160.4000244140625,206828,0.0,0.0,0.236423655807494,0.2444173999741899,0.546399293229326
2010-07-29 00:00:00-04:00,1163.800048828125,1169.199951171875,1158.699951171875,1168.4000244140625,54384,0.0,0.0,0.23331647293407917,0.30245597031469496,0.5573366903239381
2010-07-30 00:00:00-04:00,1168.199951171875,1183.0999755859375,1166.0,1181.699951171875,5466,0.0,0.0,0.23909305292433966,0.39001314692517813,0.5886608685461583
2010-08-02 00:00:00-04:00,1183.4000244140625,1191.800048828125,1174.699951171875,1183.4000244140625,2504,0.0,0.0,0.2444571802634765,0.4007004672871823,0.615120584607274
2010-08-03 00:00:00-04:00,1185.199951171875,1190.5,1180.0,1185.199951171875,598,0.0,0.0,0.24077617421463432,0.4125338499604012,0.6373283051646692
2010-08-04 00:00:00-04:00,1186.300048828125,1203.0,1186.300048828125,1193.699951171875,1068,0.0,0.0,0.2469386959298573,0.46748686641883647,0.6650044388853228
2010-08-05 00:00:00-04:00,1197.199951171875,1199.300048828125,1190.0,1197.199951171875,214,0.0,0.0,0.24150562043122195,0.48938139582464957,0.6876465377164575
2010-08-06 00:00:00-04:00,1203.300048828125,1211.0,1195.300048828125,1203.4000244140625,347,0.0,0.0,0.24485986645843427,0.527574945417054,0.7095755229212027
2010-08-09 00:00:00-04:00,1205.800048828125,1209.5,1199.800048828125,1200.699951171875,658,0.0,0.0,0.2401001114192259,0.5080831113743404,0.717380441305179
2010-08-10 00:00:00-04:00,1196.199951171875,1206.5,1191.0,1196.199951171875,713,0.0,0.0,0.24329233462727531,0.47549717877289943,0.7132366687663875
2010-08-11 00:00:00-04:00,1197.5,1208.0,1193.0,1197.5,351,0.0,0.0,0.24560034088651952,0.4848756119923293,0.7096958859460685
2010-08-12 00:00:00-04:00,1214.800048828125,1215.5,1199.0,1214.800048828125,289,0.0,0.0,0.2516806955880562,0.5959506376525873,0.728764089409778
2010-08-13 00:00:00-04:00,1214.9000244140625,1214.9000244140625,1214.9000244140625,1214.9000244140625,138,0.0,0.0,0.23383471120606214,0.5965291755931846,0.7369080508822287
2010-08-16 00:00:00-04:00,1224.5,1225.4000244140625,1218.0,1224.5,252,0.0,0.0,0.23091245294703527,0.6506502119061753,0.7507363044717665
2010-08-17 00:00:00-04:00,1226.5999755859375,1227.4000244140625,1224.0,1226.5999755859375,84,0.0,0.0,0.21888090518556297,0.6619442509076423,0.7567251707907979
2010-08-18 00:00:00-04:00,1229.699951171875,1231.5999755859375,1218.0,1229.699951171875,169,0.0,0.0,0.22109519012024875,0.6789207099230977,0.7585976181099284
2010-08-19 00:00:00-04:00,1233.800048828125,1237.5999755859375,1228.800048828125,1233.800048828125,46,0.0,0.0,0.2168517181116031,0.7012298459246309,0.7588988221068002
2010-08-20 00:00:00-04:00,1227.199951171875,1232.800048828125,1223.0,1227.199951171875,236,0.0,0.0,0.215536315473248,0.6330366634384075,0.7430601221425749
2010-08-23 00:00:00-04:00,1226.9000244140625,1228.9000244140625,1222.9000244140625,1226.9000244140625,56,0.0,0.0,0.20801527643249298,0.6299542728481853,0.7264369419155646
2010-08-24 00:00:00-04:00,1231.800048828125,1234.0,1211.5,1231.800048828125,300,0.0,0.0,0.22268608764338932,0.6617850886857441,0.71720514633887
2010-08-25 00:00:00-04:00,1239.5,1240.699951171875,1230.699951171875,1239.5,298,0.0,0.0,0.219903958633466,0.7078732373380769,0.7167904057436904
2010-08-26 00:00:00-04:00,1235.4000244140625,1243.300048828125,1235.0,1235.4000244140625,104,0.0,0.0,0.21508953378811246,0.6613712342414202,0.705353499354335
2010-08-27 00:00:00-04:00,1236.0,1236.0,1236.0,1236.0,573,0.0,0.0,0.20051340482577315,0.6653026478146887,0.6939731371224972
2010-08-30 00:00:00-04:00,1237.0999755859375,1237.9000244140625,1234.0,1237.0999755859375,128,0.0,0.0,0.1913094186497641,0.6728888808202393,0.6837846830558058
2010-08-31 00:00:00-04:00,1248.300048828125,1249.4000244140625,1233.0,1248.300048828125,124,0.0,0.0,0.19916788519208276,0.7432200833098418,0.6887900048146228
2010-09-01 00:00:00-04:00,1246.300048828125,1254.300048828125,1243.5999755859375,1246.300048828125,41,0.0,0.0,0.1989844053165406,0.7173648098554053,0.6846055862408197
2010-09-02 00:00:00-04:00,1251.5,1252.5,1246.9000244140625,1251.5,100,0.0,0.0,0.19290806189271306,0.7486100566983886,0.6847645315217897
2010-09-03 00:00:00-04:00,1249.199951171875,1249.199951171875,1240.0,1249.199951171875,3,0.0,0.0,0.19422153773824302,0.7173595772772037,0.6771105524198001
2010-09-07 00:00:00-04:00,1257.300048828125,1258.0,1255.5,1257.300048828125,7,0.0,0.0,0.19189777253363563,0.766116155679444,0.6793052554342238
2010-09-08 00:00:00-04:00,1255.5999755859375,1260.199951171875,1254.699951171875,1255.5999755859375,27,0.0,0.0,0.18540899984033699,0.7423678710106787,0.6738496541654552
2010-09-09 00:00:00-04:00,1248.9000244140625,1256.0,1244.0999755859375,1248.9000244140625,9,0.0,0.0,0.18778311582068552,0.6529992567097389,0.6568542898161113
2010-09-10 00:00:00-04:00,1244.5,1244.5,1244.5,1244.5,20,0.0,0.0,0.1801446370075558,0.5990878961538207,0.6366605967968257
2010-09-13 00:00:00-04:00,1245.0999755859375,1245.0999755859375,1245.0999755859375,1245.0999755859375,18,0.0,0.0,0.16806457210097053,0.6041452835939142,0.6224594982681071
2010-09-14 00:00:00-04:00,1269.699951171875,1272.4000244140625,1253.4000244140625,1269.699951171875,87,0.0,0.0,0.19188859878354378,0.763208795467981,0.6461109534110635
2010-09-15 00:00:00-04:00,1266.5999755859375,1269.800048828125,1263.5,1266.699951171875,34,0.0,0.0,0.1864504670488352,0.7277461614407049,0.6539006476374382
2010-09-16 00:00:00-04:00,1271.9000244140625,1275.199951171875,1268.699951171875,1271.9000244140625,37,0.0,0.0,0.18428799363668935,0.7552984246518226,0.6626827378025465
2010-09-17 00:00:00-04:00,1275.5999755859375,1279.5999755859375,1273.800048828125,1275.5999755859375,54,0.0,0.0,0.18122999692039898,0.7741908924176454,0.66948055678703
2010-09-20 00:00:00-04:00,1279.0,1282.0,1279.0,1279.0,27,0.0,0.0,0.17668440205021063,0.7912640434439951,0.6741833546832129
2010-09-21 00:00:00-04:00,1272.4000244140625,1289.800048828125,1271.800048828125,1272.4000244140625,56,0.0,0.0,0.18768732381148368,0.7065307739852593,0.6633525040037621
2010-09-22 00:00:00-04:00,1290.199951171875,1290.199951171875,1290.199951171875,1290.199951171875,17,0.0,0.0,0.19764174606446527,0.7962935048495489,0.6771673522277634
2010-09-23 00:00:00-04:00,1294.300048828125,1294.300048828125,1289.4000244140625,1294.300048828125,45,0.0,0.0,0.18995528038215298,0.8134197262899676,0.6865875238909936
2010-09-24 00:00:00-04:00,1296.0,1297.4000244140625,1294.199951171875,1296.0,37,0.0,0.0,0.18058682862672396,0.8205693149008555,0.6893093164039501
2010-09-27 00:00:00-04:00,1296.699951171875,1296.699951171875,1296.699951171875,1296.699951171875,67,0.0,0.0,0.16860638676449372,0.8236485291230181,0.686177819780208
2010-09-28 00:00:00-04:00,1287.5,1308.5999755859375,1287.5,1306.5999755859375,25190,0.0,0.0,0.18425472380985208,0.8646289076108624,0.6921992518259764
2010-09-29 00:00:00-04:00,1309.4000244140625,1312.5,1305.0,1308.5,6745,0.0,0.0,0.1809366871897446,0.8719169135624697,0.6924037971384355
2010-09-30 00:00:00-04:00,1307.199951171875,1315.199951171875,1295.699951171875,1307.800048828125,579,0.0,0.0,0.19360447731431304,0.8615465622131281,0.6852109335339776
2010-10-01 00:00:00-04:00,1309.0,1320.0,1309.0,1316.0999755859375,153,0.0,0.0,0.19578682652655016,0.894534905144002,0.6861403151764272
2010-10-04 00:00:00-04:00,1318.300048828125,1319.0999755859375,1312.0,1315.4000244140625,95,0.0,0.0,0.19112007543845821,0.8836815386663157,0.6794992345651827
